ID de transacción,Fecha,ID de cliente,Género,Edad,Categoría de producto,Cantidad,Precio por unidad,Importe total
855,2023-09-01,CUST855,Masculino,54,Belleza,1,25,25
856,2023-11-27,CUST856,Masculino,54,Electrónica,4,30,120
857,2023-12-31,CUST857,Masculino,60,Electrónica,2,25,50
858,2023-09-09,CUST858,Masculino,23,Electrónica,2,50,100
859,2023-08-18,CUST859,Femenino,56,Electrónica,3,500,1500
860,2023-01-09,CUST860,Masculino,63,Ropa,4,50,200
861,2023-02-17,CUST861,Femenino,41,Ropa,3,30,90
862,2023-05-31,CUST862,Masculino,28,Electrónica,4,300,1200
863,2023-04-24,CUST863,Femenino,30,Electrónica,2,25,50
864,2023-07-27,CUST864,Femenino,51,Electrónica,1,500,500
865,2023-12-21,CUST865,Femenino,42,Ropa,1,300,300
866,2023-05-05,CUST866,Masculino,24,Electrónica,1,50,50
867,2023-06-06,CUST867,Masculino,21,Electrónica,1,500,500
868,2023-12-06,CUST868,Femenino,25,Electrónica,1,300,300
869,2023-10-25,CUST869,Masculino,37,Belleza,3,500,1500
870,2023-07-08,CUST870,Femenino,46,Electrónica,4,30,120
871,2023-08-31,CUST871,Masculino,62,Belleza,2,30,60
872,2023-10-11,CUST872,Femenino,63,Belleza,3,25,75
873,2023-09-29,CUST873,Femenino,27,Electrónica,4,25,100
874,2023-06-26,CUST874,Masculino,60,Belleza,1,30,30
875,2023-08-06,CUST875,Femenino,51,Electrónica,4,500,2000
876,2023-10-09,CUST876,Masculino,43,Ropa,4,30,120
877,2023-06-19,CUST877,Femenino,58,Ropa,1,25,25
878,2023-06-30,CUST878,Femenino,20,Ropa,1,30,30
879,2023-12-26,CUST879,Masculino,23,Ropa,1,30,30
880,2023-08-21,CUST880,Masculino,22,Belleza,2,500,1000
881,2023-05-19,CUST881,Masculino,22,Electrónica,1,300,300
882,2023-06-06,CUST882,Femenino,64,Electrónica,2,25,50
883,2023-05-09,CUST883,Masculino,40,Electrónica,1,500,500
884,2023-04-29,CUST884,Femenino,26,Ropa,2,30,60
885,2023-03-03,CUST885,Femenino,52,Ropa,4,30,120
886,2023-04-09,CUST886,Masculino,37,Electrónica,3,300,900
887,2023-06-11,CUST887,Masculino,59,Ropa,4,25,100
888,2023-03-03,CUST888,Femenino,52,Electrónica,4,25,100
889,2023-10-02,CUST889,Femenino,35,Electrónica,1,50,50
890,2023-12-20,CUST890,Masculino,34,Electrónica,2,25,50
891,2023-04-05,CUST891,Masculino,41,Electrónica,3,300,900
892,2023-04-09,CUST892,Masculino,20,Electrónica,1,50,50
893,2023-04-21,CUST893,Masculino,49,Electrónica,1,50,50
894,2023-09-05,CUST894,Masculino,52,Electrónica,1,30,30
895,2023-05-22,CUST895,Femenino,55,Ropa,4,30,120
896,2023-10-29,CUST896,Femenino,30,Electrónica,2,25,50
897,2023-09-26,CUST897,Femenino,64,Electrónica,2,50,100
898,2023-11-02,CUST898,Femenino,42,Ropa,3,30,90
899,2023-05-25,CUST899,Masculino,26,Ropa,2,300,600
900,2023-02-21,CUST900,Masculino,21,Ropa,2,30,60
901,2023-04-10,CUST901,Masculino,31,Electrónica,1,30,30
902,2023-06-01,CUST902,Femenino,54,Belleza,1,50,50
903,2023-04-27,CUST903,Femenino,51,Belleza,4,50,200
904,2023-07-04,CUST904,Masculino,28,Ropa,1,500,500
905,2023-04-02,CUST905,Masculino,58,Belleza,1,300,300
906,2023-06-04,CUST906,Femenino,20,Ropa,1,50,50
907,2023-01-08,CUST907,Femenino,45,Electrónica,1,25,25
908,2023-12-29,CUST908,Masculino,46,Belleza,4,300,1200
909,2023-10-01,CUST909,Masculino,26,Electrónica,1,300,300
910,2023-03-06,CUST910,Femenino,20,Belleza,3,50,150
911,2023-05-21,CUST911,Masculino,42,Electrónica,3,300,900
912,2023-01-24,CUST912,Masculino,51,Belleza,3,50,150
913,2023-01-28,CUST913,Masculino,29,Electrónica,3,30,90
914,2023-10-11,CUST914,Femenino,59,Electrónica,1,500,500
915,2023-05-30,CUST915,Femenino,26,Belleza,3,30,90
916,2023-12-24,CUST916,Femenino,32,Electrónica,1,50,50
917,2023-03-06,CUST917,Femenino,57,Electrónica,4,50,200
918,2023-11-23,CUST918,Femenino,42,Electrónica,3,30,90
919,2023-09-09,CUST919,Femenino,22,Belleza,2,25,50
920,2023-02-22,CUST920,Femenino,28,Belleza,3,25,75
921,2023-01-07,CUST921,Masculino,51,Electrónica,3,25,75
922,2023-10-21,CUST922,Masculino,41,Electrónica,1,50,50
923,2023-05-26,CUST923,Masculino,32,Belleza,3,300,900
924,2023-08-29,CUST924,Masculino,55,Belleza,2,50,100
925,2023-09-03,CUST925,Masculino,25,Electrónica,1,300,300
926,2023-08-14,CUST926,Masculino,22,Electrónica,1,30,30
927,2023-06-24,CUST927,Masculino,43,Electrónica,4,500,2000
928,2023-04-05,CUST928,Femenino,35,Ropa,4,300,1200
929,2023-01-27,CUST929,Femenino,23,Belleza,3,25,75
930,2023-05-10,CUST930,Masculino,54,Ropa,4,50,200
931,2023-09-02,CUST931,Masculino,30,Belleza,4,30,120
932,2023-02-28,CUST932,Femenino,45,Belleza,4,25,100
933,2023-02-03,CUST933,Masculino,22,Belleza,1,30,30
934,2023-07-25,CUST934,Masculino,30,Belleza,1,500,500
935,2023-09-09,CUST935,Femenino,34,Belleza,1,50,50
936,2023-02-07,CUST936,Masculino,57,Belleza,4,50,200
937,2023-10-23,CUST937,Femenino,62,Belleza,1,500,500
938,2023-11-19,CUST938,Masculino,49,Ropa,4,50,200
939,2023-12-18,CUST939,Femenino,46,Electrónica,1,300,300
940,2023-01-28,CUST940,Femenino,20,Electrónica,1,30,30
941,2023-03-19,CUST941,Femenino,57,Ropa,2,25,50
942,2023-03-18,CUST942,Masculino,51,Ropa,3,500,1500
943,2023-10-16,CUST943,Femenino,57,Ropa,4,300,1200
944,2023-06-05,CUST944,Masculino,44,Ropa,2,25,50
945,2023-02-13,CUST945,Masculino,30,Belleza,1,25,25
946,2023-05-08,CUST946,Masculino,62,Electrónica,4,500,2000
947,2023-03-02,CUST947,Masculino,50,Belleza,1,300,300
948,2023-10-13,CUST948,Femenino,23,Electrónica,3,25,75
949,2023-08-02,CUST949,Femenino,41,Electrónica,2,25,50
950,2023-11-07,CUST950,Masculino,36,Ropa,3,300,900
951,2023-11-02,CUST951,Masculino,33,Belleza,2,50,100
952,2023-11-13,CUST952,Femenino,57,Ropa,1,25,25
953,2023-04-26,CUST953,Masculino,45,Belleza,3,30,90
954,2023-09-25,CUST954,Femenino,50,Electrónica,3,300,900
955,2023-07-14,CUST955,Masculino,58,Ropa,1,25,25
956,2023-08-19,CUST956,Masculino,30,Ropa,3,500,1500
957,2023-08-15,CUST957,Femenino,60,Electrónica,4,30,120
958,2023-06-02,CUST958,Masculino,62,Electrónica,2,25,50
959,2023-10-29,CUST959,Femenino,42,Electrónica,2,30,60
960,2023-08-08,CUST960,Masculino,59,Ropa,2,30,60
961,2023-06-06,CUST961,Masculino,53,Belleza,4,50,200
962,2023-10-19,CUST962,Masculino,44,Ropa,2,30,60
963,2023-11-14,CUST963,Femenino,55,Belleza,1,50,50
964,2023-01-31,CUST964,Masculino,24,Ropa,3,300,900
965,2023-11-09,CUST965,Masculino,22,Ropa,4,50,200
966,2023-02-20,CUST966,Masculino,60,Electrónica,2,500,1000
967,2023-04-17,CUST967,Masculino,62,Belleza,1,25,25
968,2023-11-17,CUST968,Femenino,48,Ropa,3,300,900
969,2023-04-19,CUST969,Femenino,40,Ropa,3,300,900
970,2023-05-16,CUST970,Masculino,59,Electrónica,4,500,2000
971,2023-12-05,CUST971,Femenino,27,Electrónica,4,50,200
972,2023-02-11,CUST972,Masculino,49,Belleza,4,25,100
973,2023-03-22,CUST973,Masculino,60,Ropa,1,50,50
974,2023-05-03,CUST974,Masculino,47,Belleza,1,30,30
975,2023-03-30,CUST975,Femenino,56,Ropa,4,50,200
976,2023-10-10,CUST976,Femenino,48,Belleza,2,300,600
977,2023-02-08,CUST977,Femenino,35,Electrónica,3,25,75
978,2023-03-22,CUST978,Femenino,53,Ropa,3,50,150
979,2023-01-02,CUST979,Femenino,19,Belleza,1,25,25
980,2023-07-29,CUST980,Femenino,31,Electrónica,3,25,75
981,2023-08-19,CUST981,Femenino,30,Electrónica,2,30,60
982,2023-12-19,CUST982,Femenino,46,Belleza,3,30,90
983,2023-11-01,CUST983,Femenino,29,Ropa,1,300,300
984,2023-08-29,CUST984,Masculino,56,Ropa,1,500,500
985,2023-05-30,CUST985,Femenino,19,Electrónica,2,25,50
986,2023-01-17,CUST986,Femenino,49,Ropa,2,500,1000
987,2023-04-29,CUST987,Femenino,30,Ropa,3,300,900
988,2023-05-28,CUST988,Femenino,63,Ropa,3,25,75
989,2023-12-28,CUST989,Femenino,44,Electrónica,1,25,25
990,2023-05-25,CUST990,Femenino,58,Belleza,2,500,1000
991,2023-12-26,CUST991,Femenino,34,Ropa,2,50,100
992,2023-08-21,CUST992,Femenino,57,Electrónica,2,30,60
993,2023-02-06,CUST993,Femenino,48,Electrónica,3,50,150
994,2023-12-18,CUST994,Femenino,51,Belleza,2,500,1000
995,2023-04-30,CUST995,Femenino,41,Ropa,1,30,30
996,2023-05-16,CUST996,Masculino,62,Ropa,1,50,50
997,2023-11-17,CUST997,Masculino,52,Belleza,3,30,90
998,2023-10-29,CUST998,Femenino,23,Belleza,4,25,100
999,2023-12-05,CUST999,Femenino,36,Electrónica,3,50,150
1000,2023-04-12,CUST1000,Masculino,47,Electrónica,4,30,120
